dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_types
2,42,1,0,1,0.1,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,24,0.09,0.05,0,0,1,1,0,0,1
9,255,1,0,0.11,0.02,0,0,0,0,0
255,24,0.09,0.05,0,0,1,1,0,0,1
255,20,0.08,0.06,0,0,1,1,0,0,1
176,121,0.69,0.02,0.01,0,0,0,0,0,0
255,1,0,0.62,0.58,0,0.01,0,0.59,1,1
28,255,1,0,0.04,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
208,76,0.37,0.03,0.37,0,0,0,0,0,0
255,1,0,0.03,0,0,0,0,0,0,1
255,1,0,1,1,0,0,0,0.99,1,1
255,4,0.02,0.01,0.07,0,0,0,0,0,0
74,255,1,0,0.01,0.07,0,0.01,0,0,0
34,143,0.71,0.15,0.03,0.01,0,0,0,0,0
255,16,0.06,0.07,0,0,1,1,0,0,1
44,255,1,0,0.02,0.05,0,0,0,0,0
223,255,1,0,0,0.02,0,0,0,0,0
255,2,0.01,0.07,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
78,255,1,0,0.01,0.02,0,0,0,0,0
62,255,1,0,0.02,0.05,0,0,0,0,0
122,94,0.77,0.03,0.01,0,0,0,0,0,0
255,255,1,0,0.01,0,0,0,0,0,0
209,255,1,0,0,0.01,0.01,0.01,0,0,0
63,255,1,0,0.02,0.02,0,0,0,0,0
25,25,1,0,0.04,0,0,0,0.08,0.08,1
49,255,1,0,0.02,0.03,0.02,0,0,0,0
115,255,1,0,0.01,0.02,0,0,0,0,0
255,1,0,0.56,0.51,0,0.01,0,0.52,1,1
43,92,0.47,0.12,0.02,0.02,0,0,0,0,0
255,19,0.07,0.08,0,0,1,1,0,0,1
255,44,0.17,0.04,0.01,0,1,1,0,0,1
255,5,0.02,0.08,0,0,1,1,0,0,1
255,6,0.02,0.08,0,0,0,0,1,1,1
255,236,0.93,0.01,0,0,0,0,0.02,0,0
255,19,0.07,0.05,0,0,1,1,0,0,1
255,8,0.03,0.07,0,0,1,1,0,0,1
255,37,0.15,0.06,0,0,0,0,1,1,1
255,11,0.04,0.08,0,0,1,1,0,0,1
148,85,0.57,0.03,0.01,0,0,0,0,0,0
254,255,1,0,0,0.01,0,0,0,0,0
171,149,0.87,0.03,0.01,0,0,0,0,0,0
5,27,1,0,0.2,0.26,0,0,1,1,0
15,255,1,0,0.07,0.13,0,0,1,0.93,0
255,20,0.08,0.07,0,0,1,1,0,0,1
255,240,0.94,0.02,0,0,0,0,0,0,0
14,255,1,0,0.07,0.05,0,0,0,0,0
255,218,0.85,0.01,0,0,0,0,0,0,0
255,18,0.07,0.05,0,0,1,1,0,0,1
1,80,1,0,1,0.03,0,0,1,0.03,1
255,255,1,0,0,0,0,0,0,0,0
254,30,0.12,0.02,0,0,0,0,0.86,0,0
190,2,0.01,0.04,0.01,0,0.01,0,0.01,0.5,0
255,2,0.01,0.08,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0.04,0.04,1
255,255,1,0,0,0,0,0,0.01,0.01,0
9,255,1,0,0.11,0.02,0,0,0,0,0
255,2,0.01,0.08,0,0,1,1,0,0,1
255,19,0.07,0.06,0,0,0,0,1,1,1
1,2,1,0,1,1,0,0,0,0,1
255,5,0.02,0.06,0,0,0,0,1,1,1
5,255,1,0,0.2,0.06,0,0,0,0,0
77,168,0.86,0.04,0.01,0.01,0,0,0,0,0
255,3,0.01,0.07,0,0,1,1,0,0,1
255,7,0.03,0.08,0,0,0,0,1,1,1
255,252,0.99,0.01,0,0,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
152,109,0.72,0.03,0.01,0,0,0,0,0,0
255,63,0.25,0.02,0.02,0,1,1,0,0,1
1,255,1,0,1,0.02,0,0,0,0,0
2,156,1,0,1,0.5,0,0,0,0,1
51,255,1,0,0.02,0.03,0,0,0,0,0
255,1,0,1,1,0,0,0,1,1,1
255,14,0.05,0.05,0,0,1,1,0,0,1
172,1,0.01,0.72,0.72,0,0.03,0,0.63,1,1
50,255,1,0,0.02,0.03,0,0.01,0,0,0
255,255,1,0,1,0,0,0,0,0,1
255,16,0.06,0.07,0,0,0,0,1,1,1
255,8,0.03,0.02,0,0,0,0,0.06,0,0
53,64,1,0,0.02,0.03,0,0,0,0,0
28,255,1,0,0.04,0.03,0,0,0,0,0
255,233,0.91,0.01,0.01,0,0,0,0,0,0
255,18,0.07,0.07,0,0,0,0,1,1,1
255,6,0.02,0.09,0,0,1,1,0,0,1
197,197,1,0,1,0,0,0,0,0,0
255,255,1,0,0,0,0.01,0.01,0,0,0
255,20,0.08,0.06,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
147,15,0.1,0.07,0.01,0,0,0,1,1,1
38,30,0.79,0.05,0.79,0,0,0,0,0,0
122,1,0.01,0.15,0.01,0,0,0,0.05,1,1
255,7,0.03,0.08,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
158,119,0.75,0.02,0.01,0,0,0,0,0,0
255,1,0,0.22,0.2,0,0,0,0.2,1,1
255,66,0.26,0.02,0.01,0,1,1,0,0,1
255,13,0.05,0.07,0,0,0,0,1,1,1
255,20,0.08,0.07,0,0,1,1,0,0,1
255,10,0.04,0.07,0,0,1,1,0,0,1
1,255,1,0,1,0.1,0,0,0,0,0
2,110,1,0,1,0.25,0,0,0,0,1
132,1,0.01,0.04,0.01,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,19,0.07,0.07,0,0,0,0,1,1,1
255,14,0.05,0.07,0,0,1,1,0,0,1
255,29,0.11,0.06,0,0,0,0,1,1,1
255,10,0.04,0.06,0,0,1,1,0,0,1
40,255,1,0,0.03,0.03,0,0,0,0,0
9,1,0.11,0.22,0.11,0,0,0,0,0,0
255,49,0.19,0.05,0.02,0,1,1,0,0,1
1,117,1,0,1,0.5,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
1,255,1,0,1,0.01,0,0,0,0,0
255,46,0.18,0.22,1,0,0,0,0,0,1
255,2,0.01,0.05,0,0,1,1,0,0,1
255,24,0.09,0.05,0,0,1,1,0,0,1
70,93,0.59,0.03,0.59,0.02,0,0,0,0,0
255,8,0.03,0.78,0.24,0,0.16,0,0.6,0,1
255,255,1,0,0,0,0,0,0,0,0
240,1,0,0.08,0.05,0,0,0,0.06,1,1
255,255,1,0,0,0,0,0,0,0,0
62,255,1,0,0.02,0.02,0,0.01,0.06,0.04,0
83,255,1,0,0.01,0.03,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0.01,0,0,0,0,0,0
255,2,0.01,0.08,0,0,1,1,0,0,1
49,13,0.27,0.14,0.02,0,1,1,0,0,1
84,1,0.01,0.05,0.01,0,0,0,0,0,0
128,16,0.12,0.07,0.01,0,1,1,0,0,1
104,231,1,0,0.01,0.02,0,0,0,0,0
255,13,0.05,0.06,0,0,1,1,0,0,1
255,9,0.04,0.06,0,0,1,1,0,0,1
255,49,0.19,0.38,0.66,0,0.16,0,0.18,0,1
255,12,0.05,0.07,0,0,1,1,0,0,1
4,4,1,0,0.25,0,0,0,0,0,0
255,1,0,0.08,0,0,0,0,1,1,1
255,16,0.06,0.06,0,0,1,1,0,0,1
1,1,1,0,1,0,0,0,0,0,1
255,6,0.02,0.07,0,0,1,1,0,0,1
114,255,1,0,0.01,0.02,0,0,0,0,0
5,255,1,0,0.2,0.02,0,0,0,0,0
46,58,0.48,0.09,0.48,0.03,0,0,0,0,0
255,15,0.06,0.05,0,0,1,1,0,0,1
198,23,0.12,0.04,0.12,0,0.02,0,0.01,0,0
3,255,1,0,0.33,0.04,0,0,0,0,0
255,125,0.49,0.02,0.49,0,0,0,0,0,0
255,2,0.01,0.05,0,0,1,1,0,0,1
41,17,0.41,0.07,0.02,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
229,255,1,0,0,0.02,0,0,0,0,0
43,9,0.21,0.05,0.02,0,0,0,0.16,0.78,0
255,18,0.07,0.07,0,0,0,0,1,1,1
2,220,1,0,1,0.5,0,0,0,0,1
255,38,0.15,0.02,0.15,0,0,0,0,0,1
6,75,1,0,1,0.04,0,0,0,0,0
203,100,0.49,0.03,0,0,0,0.01,0,0,0
255,9,0.04,0.06,0,0,1,1,0,0,1
255,12,0.05,0.08,0,0,1,1,0,0,1
255,16,0.06,0.07,0,0,0,0,1,1,1
255,1,0,0.08,0,0,1,1,0,0,1
255,244,0.96,0.02,0,0,0,0,0,0,0
255,3,0.01,0.07,0,0,1,1,0,0,1
49,2,0.02,1,0.02,1,0,0,0.92,1,1
255,255,1,0,0,0,0,0,0,0,0
255,2,0.01,0.74,0.97,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,62,0.24,0.02,0,0,1,1,0,0,1
255,230,0.9,0.01,0.01,0,0,0,0,0,0
5,32,1,0,1,0.12,0,0,0,0,1
92,172,0.83,0.04,0.01,0.01,0,0,0,0,0
16,255,1,0,0.06,0.04,0,0,0,0,0
121,91,0.45,0.02,0.45,0.02,0,0,0,0,0
255,1,0,1,0,0,0.09,0,0.86,1,1
255,6,0.02,0.08,0,0,1,1,0,0,1
255,7,0.03,0.07,0,0,1,1,0,0,1
1,187,1,0,1,1,0,0,0,0,1
255,3,0.01,0.08,0,0,1,1,0,0,1
255,1,0,0.07,0,0,1,1,0,0,1
1,255,1,0,1,0.02,0,0,0,0,0
3,87,1,0,1,0.25,0,0,0,0,1
255,25,0.1,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,20,0.08,0.07,0,0,1,1,0,0,1
255,13,0.05,0.08,0,0,0,0,1,1,1
43,43,1,0,0.02,0,0,0,0.05,0.05,1
192,145,0.57,0.03,0.01,0.01,0,0,0,0,0
255,7,0.03,0.07,0,0,1,1,0,0,1
255,2,0.01,0.07,0,0,1,1,0,0,1
255,18,0.07,0.07,0,0,0,0,1,1,1
255,19,0.07,0.06,0,0,1,1,0,0,1
1,86,1,0,1,0.51,0,0,0,0,1
240,7,0.03,0.08,0,0,1,1,0,0,1
118,24,0.06,0.03,0.06,0.12,0,0,0,0,0
109,14,0.13,0.11,0.01,0,1,1,0,0,1
11,255,1,0,0.09,0.09,0,0,1,0.4,0
100,68,0.68,0.05,0.01,0,0,0,0,0,0
255,3,0.01,0.07,0,0,1,1,0,0,1
255,22,0.09,0.05,0,0,1,1,0,0,1
64,8,0.02,0.06,0.02,0.25,0,0,0,0,0
29,255,1,0,0.03,0.02,0,0,0,0,0
8,7,0.38,0.25,0.38,0.29,0,0,0,0,0
255,252,0.99,0.01,0.02,0,0,0,0,0,0
25,237,1,0,0.04,0.17,0,0,1,1,0
255,1,0,0.08,0,0,1,1,0,0,1
255,8,0.03,0.09,0,0,0,0,1,1,1
255,18,0.07,0.06,0,0,1,1,0,0,1
102,255,1,0,0.01,0.03,0,0,0,0,0
255,23,0.09,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.72,0,0,0.01,0,0.67,1,1
25,255,1,0,0.04,0.02,0,0,0,0,0
213,164,0.77,0.02,0,0,0,0,0,0,0
255,8,0.03,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.07,0,0,0,0,1,1,1
255,25,0.1,0.01,0.11,0,0,0,0,0,0
255,15,0.06,0.07,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
255,39,0.15,0.05,0.01,0,1,1,0,0,1
255,255,1,0,0.01,0,0,0,0,0,0
255,124,0.49,0.02,0,0,0.46,0.48,0,0,0
255,67,0.26,0.02,0.01,0,1,1,0,0,1
16,16,1,0,1,0,0,0,0,0,0
131,255,1,0,0.01,0.02,0,0,0,0,0
2,16,1,0,1,0.5,0,0,0,0,1
38,15,0.39,0.11,0.03,0,0,0,0,0,0
255,20,0.08,0.06,0,0,1,1,0,0,1
255,19,0.07,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,8,0.03,0.07,0,0,1,1,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
178,9,0.05,0.03,0.01,0,0.02,0,0.08,1,0
255,3,0.01,0.06,0,0,1,1,0,0,1
255,1,0,0.07,0,0,1,1,0,0,1
126,255,1,0,0.01,0.06,0,0,0,0,0
255,53,0.21,0.03,0.01,0,1,1,0,0,1
255,19,0.07,0.08,0,0,1,1,0,0,1
142,110,0.77,0.03,0.01,0,0,0,0,0,0
255,20,0.08,0.07,0,0,0,0,1,1,1
255,20,0.08,0.07,0,0,0,0,1,1,1
255,7,0.03,0.09,0,0,1,1,0,0,1
255,2,0.01,0.65,1,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
3,255,1,0,0.33,0.02,0,0,0,0,0
255,102,0.4,0.03,0.4,0,0,0,0,0,0
255,255,1,0,0.01,0,0,0,0,0,0
255,246,0.96,0.01,0,0,0,0,0.02,0.02,0
36,1,0.03,1,0.03,0,0,0,0.89,1,1
209,5,0.01,0.03,0,0.4,0,0,0,0,0
255,1,0,0.09,0,0,1,1,0,0,1
85,255,1,0,0.01,0.03,0.01,0,0,0,0
255,7,0.03,0.07,0,0,1,1,0,0,1
255,2,0.01,0.07,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
1,2,1,0,1,1,1,0.5,0,0,1
238,238,1,0,0,0,0,0,0.02,0.02,1
255,10,0.04,0.07,0,0,1,1,0,0,1
255,11,0.04,0.08,0,0,1,1,0,0,1
174,55,0.32,0.01,0.32,0,0,0,0,0,0
3,255,1,0,0.33,0.03,0.33,0.01,0,0,0
255,22,0.09,0.05,0,0,1,1,0,0,1
255,9,0.04,0.09,0,0,1,1,0,0,1
193,255,1,0,0.01,0.01,0,0,0,0,0
239,255,1,0,0,0.01,0,0,0,0,0
26,123,0.77,0.08,0.04,0.02,0,0,0,0,0
9,74,1,0,1,0.03,0,0.01,0,0,0
255,54,0.21,0.02,0.02,0,1,1,0,0,1
3,255,1,0,0.33,0.04,0,0,0,0.04,0
1,83,1,0,1,0.51,0,0,0,0,1
255,24,0.09,0.05,0,0,1,1,0,0,1
255,214,0.84,0.02,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,16,0.06,0.16,0.06,0,0.16,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
80,255,1,0,0.01,0.02,0,0,0,0,0
125,255,1,0,0.01,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,17,0.07,0.08,0,0,1,1,0,0,1
2,2,1,0,0.5,0,0,0,0,0,0
2,78,1,0,1,0.5,0,0,0,0,1
147,255,1,0,0.01,0.03,0,0,0,0,0
124,161,0.72,0.05,0.01,0.01,0,0,0,0,0
214,212,0.99,0.01,0.01,0,0,0,0,0,0
6,43,1,0,1,0.07,0,0.02,0,0,1
255,3,0.01,0.64,0.95,0,0,0,0,0,0
5,255,1,0,0.2,0.08,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
41,126,1,0,0.02,0.04,0,0,0,0,0
255,19,0.07,0.06,0,0,1,1,0,0,1
255,4,0.02,0.07,0,0,1,1,0,0,1
4,255,1,0,0.25,0.06,0,0,0,0.01,0
255,1,0,0.47,0.45,0,0,0,0.46,1,1
4,196,1,0,1,0.25,0,0,0,0,1
255,4,0.02,0.45,0.82,0,0,0,0,0,0
255,1,0,0.07,0,0,1,1,0,0,1
255,20,0.08,0.05,0,0,1,1,0,0,1
255,2,0.01,0.02,0,0,0,0,0.69,0,1
255,255,1,0,0.01,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
191,255,1,0,0.01,0.01,0,0,0,0,0
174,197,0.7,0.02,0.01,0.01,0,0,0,0,0
156,66,0.42,0.03,0.01,0,0.01,0,0.01,0,0
255,17,0.07,0.07,0,0,1,1,0,0,1
255,8,0.03,0.09,0,0,1,1,0,0,1
29,255,1,0,0.03,0.03,0.03,0,0,0,0
119,255,1,0,0.01,0.04,0,0,0,0,0
1,99,1,0,1,0.51,0,0,0,0,1
70,255,1,0,0.01,0.03,0.01,0,0,0,0
255,250,0.98,0.01,0,0,0,0,0,0,0
181,255,1,0,0.01,0.02,0,0,0,0,0
225,139,0.58,0.02,0.58,0.01,0,0,0,0,0
250,255,1,0,0,0.01,0,0,0,0,0
255,16,0.06,0.07,0,0,1,1,0,0,1
255,9,0.04,0.08,0,0,1,1,0,0,1
15,255,1,0,0.07,0.05,0,0,0,0,0
255,2,0.01,0.68,1,0,0,0,1,1,1
255,19,0.07,0.07,0,0,1,1,0,0,1
255,11,0.04,0.07,0,0,1,1,0,0,1
255,18,0.07,0.07,0,0,0,0,1,1,1
1,9,1,0,1,0.56,0,0,0,0,1
255,252,0.99,0.01,0,0,0,0,0,0,0
19,255,1,0,0.05,0.04,0,0,0,0,0
93,255,1,0,0.01,0.02,0,0,0,0,0
87,255,1,0,0.01,0.07,0,0,0.02,0.02,0
255,36,0.14,0.01,0.14,0,0,0,0,0,1
180,255,1,0,0.01,0.01,0.02,0.01,0.01,0,0
83,255,1,0,0.01,0.07,0,0,1,0.81,0
255,9,0.04,0.06,0,0,1,1,0,0,1
95,4,0.04,0.05,0.04,0,0,0,0,0,0
255,7,0.03,0.07,0,0,1,1,0,0,1
4,255,1,0,0.25,0.05,0,0,0,0,0
255,255,1,0,0.01,0,0,0,0,0,0
255,2,0.01,0.06,0,0,1,1,0,0,1
191,10,0.04,0.02,0.01,0.2,0,0,0.03,0.1,0
255,1,0,1,0,0,0.03,0,0.97,1,1
36,255,1,0,0.03,0.03,0,0,0,0,0
255,7,0.03,0.07,0,0,1,1,0,0,1
255,7,0.03,0.01,0.09,0,0,0,0,0,0
19,255,1,0,0.05,0.05,0,0,0,0,0
255,6,0.02,0.08,0,0,1,1,0,0,1
85,255,1,0,0.01,0.04,0,0,0,0,0
255,19,0.07,0.06,0,0,1,1,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
255,5,0.02,0.06,0,0,1,1,0,0,1
255,59,0.23,0.04,0.01,0,1,1,0,0,1
38,158,1,0,0.03,0.07,0,0.01,0,0,0
23,255,1,0,0.04,0.04,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
255,16,0.06,0.08,0.06,0,0.55,0,0.01,0,1
255,8,0.03,0.07,0,0,0,0,1,1,1
255,18,0.07,0.07,0,0,1,1,0,0,1
65,255,1,0,0.02,0.03,0,0,0,0,0
1,87,1,0,1,0.51,0,0,0,0,1
255,9,0.04,0.07,0,0,1,1,0,0,1
72,39,0.54,0.03,0.01,0,0,0,0,0,0
2,12,1,0,1,0.5,0,0,0,0,1
255,255,1,0,0.01,0,0,0,0,0,0
255,234,0.92,0.01,0,0,0,0,0.02,0,0
4,255,1,0,0.25,0.04,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,2,0.01,0.64,0.87,0,0,0,0,0,0
90,167,0.73,0.04,0.01,0.02,0.01,0.01,0,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
255,1,0,0.22,0.39,0,0,0,0.53,1,1
31,146,1,0,0.03,0.04,0,0,1,1,0
5,185,1,0,0.2,0.09,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
104,1,0.01,0.9,0.92,0,0.92,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
76,133,0.53,0.04,0.01,0.02,0,0,0,0,0
230,11,0.02,0.01,0.02,0.18,0.87,0,0,0,0
255,20,0.08,0.07,0,0,1,1,0,0,1
255,6,0.02,0.07,0,0,1,1,0,0,1
255,20,0.08,0.07,0,0,1,1,0,0,1
5,237,1,0,0.2,0.22,0,0,1,1,0
169,87,0.37,0.04,0.37,0.02,0.01,0,0.01,0,0
15,255,1,0,0.07,0.05,0,0,0,0,0
1,243,1,0,1,0.02,0,0,1,0.19,0
255,7,0.03,0.06,0,0,1,1,0,0,1
124,1,0.01,0.19,0.3,0,0.05,1,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
70,255,1,0,0.01,0.04,0,0,0,0,0
255,2,0.01,0.5,1,0,0,0,1,1,1
174,2,0.01,0.1,0.01,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
106,39,0.25,0.04,0.25,0.05,0,0,0,0,0
255,237,0.93,0.01,0,0,0,0,0,0,0
255,7,0.03,0.06,0,0,1,1,0,0,1
98,4,0.04,0.07,0.04,0,0.02,0,0.64,0,1
30,255,1,0,0.03,0.02,0.03,0,0.03,0.01,0
255,16,0.06,0.07,0,0,1,1,0,0,1
14,41,1,0,1,0.1,0,0,0,0,1
255,125,0.49,0.02,0.49,0,0,0,0,0,0
11,255,1,0,0.09,0.03,0,0,0,0,0
255,13,0.05,0.07,0,0,1,1,0,0,1
255,14,0.05,0.06,0,0,1,1,0,0,1
255,226,0.89,0.01,0,0,0,0,0,0,0
255,1,0,0.06,0,0,0,0,1,1,1
255,1,0,1,0,0,0.15,0,0.85,1,1
42,122,1,0,0.02,0.16,0,0,0.9,0.97,0
255,224,0.88,0.01,0,0,0,0,0,0,0
235,255,1,0,0,0.01,0,0,0,0,0
207,255,1,0,0,0.02,0,0,0,0,0
5,255,1,0,0.2,0.04,0,0,0,0,0
55,255,1,0,0.02,0.04,0,0,0,0,0
255,25,0.1,0.02,0.1,0,0,0,0,0,1
165,93,0.56,0.02,0.56,0,0,0,0,0,1
87,255,1,0,0.01,0.04,0.01,0,0,0,0
232,255,1,0,0,0.01,0,0,0,0,0
255,8,0.03,0.05,0,0,1,1,0,0,1
2,250,1,0,1,0.25,0,0,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
1,43,1,0,1,0.51,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
3,59,1,0,1,0.12,0.33,0.02,0,0,1
255,13,0.05,0.08,0,0,0,0,1,1,1
255,58,0.23,0.21,1,0,0,0,0,0,1
255,6,0.02,0.07,0,0,1,1,0,0,1
227,255,1,0,0.01,0.01,0.01,0.01,0,0,0
255,28,0.11,0.05,0,0,0.42,0.07,0.02,0.14,0
255,1,0,1,0,0,0.08,0,0.92,1,1
61,18,0.3,0.03,0.02,0,0.02,0.06,0.13,0.44,0
255,2,0.01,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
19,255,1,0,0.05,0.04,0,0,0,0,0
245,204,0.83,0.01,0.01,0,0,0,0,0,0
255,18,0.07,0.05,0,0,1,1,0,0,1
94,2,0.01,0.06,0.01,1,0,0,0,0,0
166,255,1,0,0.01,0.01,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
255,2,0.01,0.07,0,0,1,1,0,0,1
255,248,0.97,0.02,0,0,0,0,0,0,0
255,2,0.01,0.74,1,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
57,57,1,0,0.02,0,0,0,0,0,0
255,68,0.27,0.02,0.01,0,1,1,0,0,1
36,255,1,0,0.03,0.03,0,0,0,0.01,0
38,255,1,0,0.03,0.07,0,0,0,0,0
255,122,0.48,0.02,0,0,0.35,0.39,0,0,0
255,12,0.05,0.09,0,0,1,1,0,0,1
66,255,1,0,0.02,0.02,0,0,0,0,0
255,1,0,1,0,0,0.09,1,0.91,0,1
255,19,0.07,0.08,0,0,1,1,0,0,1
255,18,0.07,0.06,0,0,1,1,0,0,1
79,155,0.8,0.09,0.01,0.02,0,0,0,0,0
49,255,1,0,0.02,0.01,0,0.01,0,0,0
57,57,1,0,0.02,0,0.02,0.02,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,14,0.05,0.07,0,0,0,0,1,1,1
255,11,0.04,0.07,0,0,0,0,1,1,1
142,142,1,0,1,0,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.72,0.98,0,0,0,0,0,0
255,103,0.4,0.02,0.4,0,0,0,0,0,0
255,222,0.87,0.02,0,0,0,0,0,0,0
255,57,0.22,0.04,0.01,0,1,1,0,0,1
193,197,0.77,0.03,0.01,0.01,0,0,0,0,0
8,255,1,0,0.12,0.04,0,0,0,0,0
255,17,0.07,0.07,0,0,0,0,1,1,1
255,1,0,1,0,0,0.08,0,0.87,1,1
255,255,1,0,0,0,0,0,0.01,0.01,0
6,5,0.83,0.33,0.83,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
206,255,1,0,0,0.01,0,0,0,0,0
8,255,1,0,0.12,0.04,0,0,0,0,0
255,18,0.07,0.06,0,0,0,0,1,1,1
249,255,1,0,0,0.02,0,0,0,0,0
229,255,1,0,0,0.01,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,9,0.04,0.07,0,0,1,1,0,0,1
255,2,0.01,0.5,1,0,0,0,1,1,1
91,255,1,0,0.01,0.01,0,0,0,0,0
201,56,0.28,0.01,0.28,0,0,0,0,0,1
6,7,1,0,0.17,0.29,1,0.86,0,0,1
55,55,1,0,1,0,0,0,0,0,0
255,81,0.32,0.02,0.32,0,0,0,0.03,0,0
169,187,0.62,0.02,0.01,0.01,0,0,0,0,0
218,145,0.67,0.03,0,0,0,0,0,0,0
156,55,0.24,0.04,0.24,0.04,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
50,255,1,0,0.02,0.05,0,0,0,0,0
255,13,0.05,0.07,0,0,1,1,0,0,1
18,255,1,0,0.06,0.03,0,0,0,0,0
255,10,0.04,0.09,0,0,0,0,1,1,1
215,42,0.2,0.01,0.2,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,38,0.15,0.06,0,0,0.74,0,0.01,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,1,0,0,0,0,0,0
255,5,0.02,0.02,0.02,0,0,0,0.84,0,1
255,1,0,0.06,0,0,1,1,0,0,1
22,22,1,0,0.05,0,0.05,0.05,0.95,0.95,1
255,11,0.04,0.07,0,0,1,1,0,0,1
63,140,0.6,0.05,0.02,0.01,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,18,0.07,0.06,0,0,1,1,0,0,1
255,3,0.01,0.07,0,0,0,0,1,1,1
255,15,0.06,0.06,0,0,1,1,0,0,1
255,255,1,0,1,0,0,0,0,0,1
14,255,1,0,0.07,0.2,0,0,0.5,0.94,0
255,18,0.07,0.07,0.01,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
210,3,0.01,0.07,0,0,0.99,1,0,0,1
29,255,1,0,0.03,0.04,0,0,0,0,0
255,17,0.07,0.08,0,0,1,1,0,0,1
255,18,0.07,0.07,0,0,1,1,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
255,2,0.01,0.83,1,0,0,0,0,0,0
255,14,0.05,0.07,0,0,0,0,1,1,1
255,2,0.01,0.09,0.22,0,0.18,1,0.04,0,1
67,255,1,0,0.01,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
241,121,0.5,0.02,0,0,0,0,0,0,0
141,255,1,0,0.01,0.05,0,0,0.01,0.01,0
255,226,0.89,0.01,0,0,0,0,0,0,0
255,41,0.16,0.04,0.01,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,12,0.05,0.08,0,0,1,1,0,0,1
255,11,0.04,0.08,0,0,1,1,0,0,1
1,1,1,0,1,0,0,0,0,0,0
